Row ID,Detector ID,KITS ID,Read Date,Intersection Name,Lane,Volume,Occupancy,Speed,Month,Day,Year,Hour,Minute,Day of Week,Time Bin,Direction
bde5d7ba29440bea9f1695ce5be455f8,82,20,9/8/2021 12:00,CESAR CHAVEZIH 35 WSR,EB_out,11,2,16,9,8,2021,12,0,3,12:00,EB
1be3813ca6440bd564964116154f6232,83,22,9/8/2021 12:00,LAMARCOLLIER,SB_out,58,3,36,9,8,2021,12,0,3,12:00,SB
dda901a17ff5735e1a99705f02c6d1e5,84,22,9/8/2021 12:00,LAMARCOLLIER,SB_in,195,10,36,9,8,2021,12,0,3,12:00,SB
173b81c2c334046aecae5568552bea73,85,22,9/8/2021 12:00,LAMARCOLLIER,NB_in,149,9,35,9,8,2021,12,0,3,12:00,NB
310375f68c58e1b7a48e46586fede95a,86,22,9/8/2021 12:00,LAMARCOLLIER,NB_out,93,5,34,9,8,2021,12,0,3,12:00,NB
0801f8a9c1aa3a7fe1698dc11bb64a58,87,23,9/8/2021 12:00,BURNETPALM WAY,SB_out,37,2,38,9,8,2021,12,0,3,12:00,SB
5457bb79c886e749cc852e01735d20d5,88,23,9/8/2021 12:00,BURNETPALM WAY,SB_in,68,3,40,9,8,2021,12,0,3,12:00,SB
fb4bc3ee8e62628a69b61c71fd5d2eaa,89,23,9/8/2021 12:00,BURNETPALM WAY,SB_Lturn,3,0,22,9,8,2021,12,0,3,12:00,SB
9cc6ba3c42fa9414771e13aad5873deb,90,23,9/8/2021 12:00,BURNETPALM WAY,NB_out,89,3,44,9,8,2021,12,0,3,12:00,NB
ddc6f654c8cc5448c7660e1ff545a804,91,23,9/8/2021 12:00,BURNETPALM WAY,NB_in,63,2,43,9,8,2021,12,0,3,12:00,NB
67574e745db1591048696531c6d42137,92,24,9/8/2021 12:00,LOOP 360LAKEWOOD,NB_out,188,9,43,9,8,2021,12,0,3,12:00,NB
5e49a7efacfc63db5f5af146571368ff,93,24,9/8/2021 12:00,LOOP 360LAKEWOOD,NB_in,201,10,47,9,8,2021,12,0,3,12:00,NB
de57b3b339511f38887441a5dddbdfaa,94,24,9/8/2021 12:00,LOOP 360LAKEWOOD,SB_Lturn,159,6,53,9,8,2021,12,0,3,12:00,SB
e4f56a1238439ca0c9d270346b9fb40b,95,24,9/8/2021 12:00,LOOP 360LAKEWOOD,SB_in,12,2,11,9,8,2021,12,0,3,12:00,SB
040460c63c6ad6e2d46a1dd2606f4ad4,96,24,9/8/2021 12:00,LOOP 360LAKEWOOD,SB_out,175,9,48,9,8,2021,12,0,3,12:00,SB
88695446f53155b4d14b428afc317708,97,24,9/8/2021 12:00,LOOP 360LAKEWOOD,SB_Rturn,2,0,149,9,8,2021,12,0,3,12:00,SB
1a4083d259047df6f14cbb32170cc7b5,44,15,9/8/2021 11:45,Cesar ChavezBR Reynolds,EB_out,152,6,43,9,8,2021,11,45,3,11:45,EB
1e7cda3bb52633449d08a35705d19c88,45,15,9/8/2021 11:45,Cesar ChavezBR Reynolds,EB_in,158,7,44,9,8,2021,11,45,3,11:45,EB
cd621695abc1ad71cb09dc19b193a046,46,15,9/8/2021 11:45,Cesar ChavezBR Reynolds,WB_in,122,5,45,9,8,2021,11,45,3,11:45,WB
5e25349c4a3ca0808f18170cac897e36,47,15,9/8/2021 11:45,Cesar ChavezBR Reynolds,WB_out,123,5,43,9,8,2021,11,45,3,11:45,WB
164da577ec0dcb43ae905cce4e54e299,1,1,9/8/2021 11:45,LAMARMANCHACA,NB_out,107,6,30,9,8,2021,11,45,3,11:45,NB
2565a35c1a0c9e0261a9c2295df6fc72,2,1,9/8/2021 11:45,LAMARMANCHACA,NB_in,88,4,33,9,8,2021,11,45,3,11:45,NB
f6f715ad4996e874cb4ccadeb08a7ebf,3,1,9/8/2021 11:45,LAMARMANCHACA,SB_in,0,0,149,9,8,2021,11,45,3,11:45,SB
ba6e618e3040434b04dfabbc038319ea,4,1,9/8/2021 11:45,LAMARMANCHACA,SB_out,0,0,149,9,8,2021,11,45,3,11:45,SB
130f7395b6a82d861cc862f197f2e2fc,10,3,9/8/2021 11:45,LAMARSHOALCREEK,SB_out,74,4,33,9,8,2021,11,45,3,11:45,SB
56eb13d6b101481bbbce449a88c0e7fc,11,3,9/8/2021 11:45,LAMARSHOALCREEK,SB_in,102,5,31,9,8,2021,11,45,3,11:45,SB
68663cfd9c293017f6c3ce45c8fcddc6,12,3,9/8/2021 11:45,LAMARSHOALCREEK,NB_in,111,6,30,9,8,2021,11,45,3,11:45,NB
f73e75713d8dce1c989067d61fc4e4c6,13,3,9/8/2021 11:45,LAMARSHOALCREEK,NB_out,84,5,26,9,8,2021,11,45,3,11:45,NB
826bae327f8433777b70ccbd789ad7fe,30,10,9/8/2021 11:45,LamarBroken Spoke,Lane1,101,5,40,9,8,2021,11,45,3,11:45,Lane1
52e962e511986abdbaf73c62afe7ca22,31,10,9/8/2021 11:45,LamarBroken Spoke,Lane2,116,6,39,9,8,2021,11,45,3,11:45,Lane2
77ab9e5e2c811b94d1d44bb3f5e8179b,32,10,9/8/2021 11:45,LamarBroken Spoke,Lane3,124,7,38,9,8,2021,11,45,3,11:45,Lane3
8f850efd042a6203111582ab3aae1859,33,10,9/8/2021 11:45,LamarBroken Spoke,Lane4,101,8,32,9,8,2021,11,45,3,11:45,Lane4
44c91f40b2ec77ab667c457f88a88df0,78,20,9/8/2021 11:45,CESAR CHAVEZIH 35 WSR,WB_out,133,10,24,9,8,2021,11,45,3,11:45,WB
aa1d85c5985be4e2dc6e1fefca5aaec7,79,20,9/8/2021 11:45,CESAR CHAVEZIH 35 WSR,WB_in,71,6,27,9,8,2021,11,45,3,11:45,WB
7900907482ba1819779d846283f8b13e,80,20,9/8/2021 11:45,CESAR CHAVEZIH 35 WSR,EB_in,101,13,22,9,8,2021,11,45,3,11:45,EB
8052d741ad0e2d5316bf409c2d89f798,81,20,9/8/2021 11:45,CESAR CHAVEZIH 35 WSR,EB_mid,86,8,24,9,8,2021,11,45,3,11:45,EB
410d4a89c5626afb0a28cb4a8e546d30,82,20,9/8/2021 11:45,CESAR CHAVEZIH 35 WSR,EB_out,7,0,21,9,8,2021,11,45,3,11:45,EB
ce4114a2b472999dc1a35dd093c636ab,83,22,9/8/2021 11:45,LAMARCOLLIER,SB_out,41,2,35,9,8,2021,11,45,3,11:45,SB
fc3ad31e8722607017464723e400291a,84,22,9/8/2021 11:45,LAMARCOLLIER,SB_in,196,10,36,9,8,2021,11,45,3,11:45,SB
f1cb2b98f58b64e1db67b9ac9d7de7ad,85,22,9/8/2021 11:45,LAMARCOLLIER,NB_in,137,7,34,9,8,2021,11,45,3,11:45,NB
6acc1d16ea8d50dcdebc25c07919f917,86,22,9/8/2021 11:45,LAMARCOLLIER,NB_out,103,5,32,9,8,2021,11,45,3,11:45,NB
50747d8b2b9d431375ff656d48a9030e,87,23,9/8/2021 11:45,BURNETPALM WAY,SB_out,48,2,41,9,8,2021,11,45,3,11:45,SB
1e2c70cc7b55aaf3ed7c3bf404d8b940,88,23,9/8/2021 11:45,BURNETPALM WAY,SB_in,71,3,44,9,8,2021,11,45,3,11:45,SB
64cc3af5a0631e4efacdb99f7c705a87,89,23,9/8/2021 11:45,BURNETPALM WAY,SB_Lturn,6,0,7,9,8,2021,11,45,3,11:45,SB
eb83c6b86848ec792c03438fd787bd76,90,23,9/8/2021 11:45,BURNETPALM WAY,NB_out,72,3,44,9,8,2021,11,45,3,11:45,NB
b50c1fb04836c06f8af6c9cd9bcd5a10,91,23,9/8/2021 11:45,BURNETPALM WAY,NB_in,63,2,45,9,8,2021,11,45,3,11:45,NB
4b6cc67b64e60b55a9105abb5d0729da,92,24,9/8/2021 11:45,LOOP 360LAKEWOOD,NB_out,179,8,45,9,8,2021,11,45,3,11:45,NB
3ac7e5eadc7fbe806079632addacf74d,93,24,9/8/2021 11:45,LOOP 360LAKEWOOD,NB_in,249,12,48,9,8,2021,11,45,3,11:45,NB
a052acb60ff6298b41e60a14b9ab50d0,94,24,9/8/2021 11:45,LOOP 360LAKEWOOD,SB_Lturn,183,9,53,9,8,2021,11,45,3,11:45,SB
68063d3816f78b13b3786a7cff45f23c,95,24,9/8/2021 11:45,LOOP 360LAKEWOOD,SB_in,13,4,19,9,8,2021,11,45,3,11:45,SB
b86877323fff3dd2c3af771b52ab6f21,96,24,9/8/2021 11:45,LOOP 360LAKEWOOD,SB_out,183,10,47,9,8,2021,11,45,3,11:45,SB
e515b24a94f78c74bc953c5e68426575,97,24,9/8/2021 11:45,LOOP 360LAKEWOOD,SB_Rturn,5,1,40,9,8,2021,11,45,3,11:45,SB
ab02e8176f2dea8292bf459a2dd272fe,1,1,9/8/2021 11:30,LAMARMANCHACA,NB_out,89,5,31,9,8,2021,11,30,3,11:30,NB
1a8aa796032b458989da46c068404c96,2,1,9/8/2021 11:30,LAMARMANCHACA,NB_in,79,4,33,9,8,2021,11,30,3,11:30,NB
ad4e75487e56ff201dd2be70ba8d2301,3,1,9/8/2021 11:30,LAMARMANCHACA,SB_in,0,0,149,9,8,2021,11,30,3,11:30,SB
72d449087e4db6270e1a56afc9d5024f,4,1,9/8/2021 11:30,LAMARMANCHACA,SB_out,0,0,149,9,8,2021,11,30,3,11:30,SB
e9acd73dde7c1f75136670934dfb150f,10,3,9/8/2021 11:30,LAMARSHOALCREEK,SB_out,57,3,33,9,8,2021,11,30,3,11:30,SB
6fad2f56265b47db93e3c4bd5509ac2c,11,3,9/8/2021 11:30,LAMARSHOALCREEK,SB_in,99,5,31,9,8,2021,11,30,3,11:30,SB
58cd9d4a7560fab66601e333138b01ce,12,3,9/8/2021 11:30,LAMARSHOALCREEK,NB_in,86,4,30,9,8,2021,11,30,3,11:30,NB
0065fa92810e619167caac891a631486,13,3,9/8/2021 11:30,LAMARSHOALCREEK,NB_out,64,3,26,9,8,2021,11,30,3,11:30,NB
060c48dff9deae773f3bb6c8b45c9144,30,10,9/8/2021 11:30,LamarBroken Spoke,Lane1,99,5,35,9,8,2021,11,30,3,11:30,Lane1
6a52e2b828517839eeab85bc8a265c5b,31,10,9/8/2021 11:30,LamarBroken Spoke,Lane2,133,7,39,9,8,2021,11,30,3,11:30,Lane2
ec1cc63d2be55c9631cb16c323e489e0,32,10,9/8/2021 11:30,LamarBroken Spoke,Lane3,105,5,38,9,8,2021,11,30,3,11:30,Lane3
c6dfff6324ff51af6a84f35c1f86f5d4,33,10,9/8/2021 11:30,LamarBroken Spoke,Lane4,86,5,36,9,8,2021,11,30,3,11:30,Lane4
d693f702e62785cd092cb1dddfdcf2a2,44,15,9/8/2021 11:30,Cesar ChavezBR Reynolds,EB_out,127,5,44,9,8,2021,11,30,3,11:30,EB
0fe0b20444e3c7cb6e7a97d93b8fdd95,45,15,9/8/2021 11:30,Cesar ChavezBR Reynolds,EB_in,126,5,44,9,8,2021,11,30,3,11:30,EB
ff0128bc8d89721450fc8f17d1609511,46,15,9/8/2021 11:30,Cesar ChavezBR Reynolds,WB_in,109,4,44,9,8,2021,11,30,3,11:30,WB
1eeb053fb924181e177c9ab162526407,47,15,9/8/2021 11:30,Cesar ChavezBR Reynolds,WB_out,125,6,43,9,8,2021,11,30,3,11:30,WB
96c7d364576e7312e5f4fdc9a32045d7,78,20,9/8/2021 11:30,CESAR CHAVEZIH 35 WSR,WB_out,122,11,23,9,8,2021,11,30,3,11:30,WB
dcef2abdb26b866bbf0fc4ca23ccbd95,79,20,9/8/2021 11:30,CESAR CHAVEZIH 35 WSR,WB_in,69,6,25,9,8,2021,11,30,3,11:30,WB
0cd608ae1326db25c53bd54e6c5ad4e8,80,20,9/8/2021 11:30,CESAR CHAVEZIH 35 WSR,EB_in,115,21,19,9,8,2021,11,30,3,11:30,EB
c4ee62f2e1e61280521077acf688d061,81,20,9/8/2021 11:30,CESAR CHAVEZIH 35 WSR,EB_mid,82,9,26,9,8,2021,11,30,3,11:30,EB
dbdf290b0877f971e54bae4f7a82cb12,82,20,9/8/2021 11:30,CESAR CHAVEZIH 35 WSR,EB_out,4,0,41,9,8,2021,11,30,3,11:30,EB
23a2284f386c1730658c49130ef7fd4e,83,22,9/8/2021 11:30,LAMARCOLLIER,SB_out,50,2,35,9,8,2021,11,30,3,11:30,SB
8033356c5b13769ced0c3e87c315a28f,84,22,9/8/2021 11:30,LAMARCOLLIER,SB_in,162,8,37,9,8,2021,11,30,3,11:30,SB
9b294294087cd8b225187e665d2e5d58,85,22,9/8/2021 11:30,LAMARCOLLIER,NB_in,110,6,35,9,8,2021,11,30,3,11:30,NB
8742d3b7a0afe28145fa4301e56d1862,86,22,9/8/2021 11:30,LAMARCOLLIER,NB_out,94,5,32,9,8,2021,11,30,3,11:30,NB
1241fb2c414ab2bf72d471d7621a9370,87,23,9/8/2021 11:30,BURNETPALM WAY,SB_out,39,2,37,9,8,2021,11,30,3,11:30,SB
8b85da2919aefcdc034c9f2a8d2a4ef0,88,23,9/8/2021 11:30,BURNETPALM WAY,SB_in,62,3,42,9,8,2021,11,30,3,11:30,SB
732266c6e798c18669f4426b49fa6c79,89,23,9/8/2021 11:30,BURNETPALM WAY,SB_Lturn,9,1,14,9,8,2021,11,30,3,11:30,SB
90beb51dd3d9f82f561081d0c05ba7e5,90,23,9/8/2021 11:30,BURNETPALM WAY,NB_out,64,2,46,9,8,2021,11,30,3,11:30,NB
56e5a567eeb9da5d4b511ee0e6e35a30,91,23,9/8/2021 11:30,BURNETPALM WAY,NB_in,50,2,44,9,8,2021,11,30,3,11:30,NB
be44c40f9a1fd4487bf7b636f9ad762d,92,24,9/8/2021 11:30,LOOP 360LAKEWOOD,NB_out,172,8,44,9,8,2021,11,30,3,11:30,NB
7a347081ac45513d096b9a7d6994edd7,93,24,9/8/2021 11:30,LOOP 360LAKEWOOD,NB_in,206,11,43,9,8,2021,11,30,3,11:30,NB
04612ec038bef91b611b7843139c2dfc,94,24,9/8/2021 11:30,LOOP 360LAKEWOOD,SB_Lturn,147,7,51,9,8,2021,11,30,3,11:30,SB
f2df09f7f53cb958db058cc714a64d24,95,24,9/8/2021 11:30,LOOP 360LAKEWOOD,SB_in,24,2,149,9,8,2021,11,30,3,11:30,SB
51684140c8f573da7477d22265e27120,96,24,9/8/2021 11:30,LOOP 360LAKEWOOD,SB_out,146,8,45,9,8,2021,11,30,3,11:30,SB
7e85c3d21f0d5ea424ae6252f7bb4dc3,97,24,9/8/2021 11:30,LOOP 360LAKEWOOD,SB_Rturn,4,0,48,9,8,2021,11,30,3,11:30,SB
20ecd8fc89bf5e22355d1f1defe1ac60,1,1,9/8/2021 11:15,LAMARMANCHACA,NB_out,75,4,33,9,8,2021,11,15,3,11:15,NB
b58fcfdaf802004569d7b2b6b840e69e,2,1,9/8/2021 11:15,LAMARMANCHACA,NB_in,75,4,31,9,8,2021,11,15,3,11:15,NB
c39c564e6f2c6ffbf6917b08ccd7e41d,3,1,9/8/2021 11:15,LAMARMANCHACA,SB_in,0,0,149,9,8,2021,11,15,3,11:15,SB
4e45c12f5084f28cbd3a129ba02e0190,4,1,9/8/2021 11:15,LAMARMANCHACA,SB_out,0,0,149,9,8,2021,11,15,3,11:15,SB
a85ae52b74ecd4c42ebea41fccd924a1,10,3,9/8/2021 11:15,LAMARSHOALCREEK,SB_out,75,4,34,9,8,2021,11,15,3,11:15,SB
e0b5f8f79bdf1aed3c12726b08c471b0,11,3,9/8/2021 11:15,LAMARSHOALCREEK,SB_in,100,5,32,9,8,2021,11,15,3,11:15,SB
21bdc4b4ab7837e6ba71124b37b85d95,12,3,9/8/2021 11:15,LAMARSHOALCREEK,NB_in,66,3,31,9,8,2021,11,15,3,11:15,NB
48b2b4d517d227b63ba2b872826e62d2,13,3,9/8/2021 11:15,LAMARSHOALCREEK,NB_out,55,2,27,9,8,2021,11,15,3,11:15,NB
0280a3eecf6314902131793e3e7c0feb,30,10,9/8/2021 11:15,LamarBroken Spoke,Lane1,91,5,38,9,8,2021,11,15,3,11:15,Lane1
dfbaaa2e3f89fa193f2a202e43665032,31,10,9/8/2021 11:15,LamarBroken Spoke,Lane2,108,6,38,9,8,2021,11,15,3,11:15,Lane2
81f54282bfed66b41085302a287a23b2,32,10,9/8/2021 11:15,LamarBroken Spoke,Lane3,109,5,38,9,8,2021,11,15,3,11:15,Lane3
31bd76e1ee0315c850d86d35bd8c1855,33,10,9/8/2021 11:15,LamarBroken Spoke,Lane4,85,5,36,9,8,2021,11,15,3,11:15,Lane4
80e45ab094bed3e7628ea5180123d98b,44,15,9/8/2021 11:15,Cesar ChavezBR Reynolds,EB_out,131,6,42,9,8,2021,11,15,3,11:15,EB
d03517ca9272b1ed435f5469d76556af,45,15,9/8/2021 11:15,Cesar ChavezBR Reynolds,EB_in,166,7,43,9,8,2021,11,15,3,11:15,EB
7374ed569037abacfac18248c68a7e88,46,15,9/8/2021 11:15,Cesar ChavezBR Reynolds,WB_in,115,5,44,9,8,2021,11,15,3,11:15,WB
68a2b080af25743af0cf701345fb661d,47,15,9/8/2021 11:15,Cesar ChavezBR Reynolds,WB_out,139,6,44,9,8,2021,11,15,3,11:15,WB
d18ae7045f019cd615b9823221b46fc5,78,20,9/8/2021 11:15,CESAR CHAVEZIH 35 WSR,WB_out,116,9,23,9,8,2021,11,15,3,11:15,WB
ad5f4193624708624228915daefbda70,79,20,9/8/2021 11:15,CESAR CHAVEZIH 35 WSR,WB_in,65,6,25,9,8,2021,11,15,3,11:15,WB
f64dbb9b910921ca4758d8cb2f3754ac,80,20,9/8/2021 11:15,CESAR CHAVEZIH 35 WSR,EB_in,89,10,22,9,8,2021,11,15,3,11:15,EB
0821698d197260ff8d7601b10eecce31,81,20,9/8/2021 11:15,CESAR CHAVEZIH 35 WSR,EB_mid,85,9,23,9,8,2021,11,15,3,11:15,EB
795efb353a2bc4bb8055677c1241bb9e,82,20,9/8/2021 11:15,CESAR CHAVEZIH 35 WSR,EB_out,3,0,50,9,8,2021,11,15,3,11:15,EB
e7dd7e9c26f72f7e6ed56eeae7ee919b,83,22,9/8/2021 11:15,LAMARCOLLIER,SB_out,59,3,34,9,8,2021,11,15,3,11:15,SB
1b31f817a94fb5aa11cc6db854a00b40,84,22,9/8/2021 11:15,LAMARCOLLIER,SB_in,137,7,36,9,8,2021,11,15,3,11:15,SB
c00192faf31a37cdc92c777c528a52d6,85,22,9/8/2021 11:15,LAMARCOLLIER,NB_in,127,7,31,9,8,2021,11,15,3,11:15,NB
46719758f1d86e7ac97bbec18bd792c0,86,22,9/8/2021 11:15,LAMARCOLLIER,NB_out,93,5,31,9,8,2021,11,15,3,11:15,NB
bf5c28a7a3c52295505cd684a0d71bb2,87,23,9/8/2021 11:15,BURNETPALM WAY,SB_out,51,2,39,9,8,2021,11,15,3,11:15,SB
377ce2593d06942358c9e1e0b67f886a,88,23,9/8/2021 11:15,BURNETPALM WAY,SB_in,63,3,42,9,8,2021,11,15,3,11:15,SB
c90d2e7d2f1e0eb98a69c15efd9169c0,89,23,9/8/2021 11:15,BURNETPALM WAY,SB_Lturn,5,0,6,9,8,2021,11,15,3,11:15,SB
9a7c559843ecc421e7e3c74f6918ff40,90,23,9/8/2021 11:15,BURNETPALM WAY,NB_out,72,3,46,9,8,2021,11,15,3,11:15,NB
5d6f2a29f20e251782432e3092551c08,91,23,9/8/2021 11:15,BURNETPALM WAY,NB_in,45,1,45,9,8,2021,11,15,3,11:15,NB
fcf6f8970901abfc5dcc207a3159b2d8,92,24,9/8/2021 11:15,LOOP 360LAKEWOOD,NB_out,159,7,49,9,8,2021,11,15,3,11:15,NB
7121bb22859ee15581c3190fa373bfe6,93,24,9/8/2021 11:15,LOOP 360LAKEWOOD,NB_in,181,8,49,9,8,2021,11,15,3,11:15,NB
aa5760811ee8d1399533d469f5752430,94,24,9/8/2021 11:15,LOOP 360LAKEWOOD,SB_Lturn,170,9,46,9,8,2021,11,15,3,11:15,SB
ab4202b281f4effccb40d7975f24df1e,95,24,9/8/2021 11:15,LOOP 360LAKEWOOD,SB_in,9,1,19,9,8,2021,11,15,3,11:15,SB
1246f8f4b33b810a25b120334dea46c3,96,24,9/8/2021 11:15,LOOP 360LAKEWOOD,SB_out,175,11,43,9,8,2021,11,15,3,11:15,SB
0fb35b2863ed1bd6a826efa26c63662d,97,24,9/8/2021 11:15,LOOP 360LAKEWOOD,SB_Rturn,10,1,41,9,8,2021,11,15,3,11:15,SB
599539b55b20df0770b4455a807e7a5e,1,1,9/8/2021 11:00,LAMARMANCHACA,NB_out,92,5,32,9,8,2021,11,0,3,11:00,NB
16ac7e7fc153a354a442cc5cd8d35989,2,1,9/8/2021 11:00,LAMARMANCHACA,NB_in,70,3,33,9,8,2021,11,0,3,11:00,NB
0b8e65001ea500f5cc1531b651cad098,3,1,9/8/2021 11:00,LAMARMANCHACA,SB_in,0,0,149,9,8,2021,11,0,3,11:00,SB
de39191fc40e5374c443682245870235,4,1,9/8/2021 11:00,LAMARMANCHACA,SB_out,0,0,149,9,8,2021,11,0,3,11:00,SB
ea978b5f723bb1f3fd1d8e936238b3c6,10,3,9/8/2021 11:00,LAMARSHOALCREEK,SB_out,55,3,33,9,8,2021,11,0,3,11:00,SB
d88063dda13c983c1cd9e0f09f8786c0,11,3,9/8/2021 11:00,LAMARSHOALCREEK,SB_in,81,4,31,9,8,2021,11,0,3,11:00,SB
585fdbe4c95da0705852c3cd93f41a0d,12,3,9/8/2021 11:00,LAMARSHOALCREEK,NB_in,96,5,29,9,8,2021,11,0,3,11:00,NB
8fa89329a4f96c8435b92695eb77c55c,13,3,9/8/2021 11:00,LAMARSHOALCREEK,NB_out,65,3,27,9,8,2021,11,0,3,11:00,NB
c19a0af1638a3f373fc0d112bca36196,30,10,9/8/2021 11:00,LamarBroken Spoke,Lane1,79,4,37,9,8,2021,11,0,3,11:00,Lane1
7e2e9bbe857c2714854cd499b8c39e5b,31,10,9/8/2021 11:00,LamarBroken Spoke,Lane2,124,6,40,9,8,2021,11,0,3,11:00,Lane2
d5345a48bc1af14129e9b0b1601c15dc,32,10,9/8/2021 11:00,LamarBroken Spoke,Lane3,125,6,39,9,8,2021,11,0,3,11:00,Lane3
be25275a5e3860f7674b21d7b0764050,33,10,9/8/2021 11:00,LamarBroken Spoke,Lane4,85,6,33,9,8,2021,11,0,3,11:00,Lane4
0889ee302a45041cea96e1735a315994,44,15,9/8/2021 11:00,Cesar ChavezBR Reynolds,EB_out,135,5,44,9,8,2021,11,0,3,11:00,EB
96033b11a258baf9668a0dd951173e54,45,15,9/8/2021 11:00,Cesar ChavezBR Reynolds,EB_in,167,7,44,9,8,2021,11,0,3,11:00,EB
c95c41d55df52704f31a777c10d29265,46,15,9/8/2021 11:00,Cesar ChavezBR Reynolds,WB_in,108,4,45,9,8,2021,11,0,3,11:00,WB
3ccc2c7b3e41b6eef59ff31233069bd9,47,15,9/8/2021 11:00,Cesar ChavezBR Reynolds,WB_out,139,6,43,9,8,2021,11,0,3,11:00,WB
7e2916d3d0b22831e49dcd26d00122ff,78,20,9/8/2021 11:00,CESAR CHAVEZIH 35 WSR,WB_out,115,8,25,9,8,2021,11,0,3,11:00,WB
bf32001f2fde91afbda67cc2a93dbe5b,79,20,9/8/2021 11:00,CESAR CHAVEZIH 35 WSR,WB_in,52,4,27,9,8,2021,11,0,3,11:00,WB
c7fb78e08c94af88c7e9b13795d4b12e,80,20,9/8/2021 11:00,CESAR CHAVEZIH 35 WSR,EB_in,76,9,22,9,8,2021,11,0,3,11:00,EB
cd1fa690dc8516adc1042d55b453bf89,81,20,9/8/2021 11:00,CESAR CHAVEZIH 35 WSR,EB_mid,55,6,24,9,8,2021,11,0,3,11:00,EB
ebcc0b0a4129485d23080af85f2a06cb,82,20,9/8/2021 11:00,CESAR CHAVEZIH 35 WSR,EB_out,6,0,40,9,8,2021,11,0,3,11:00,EB
3cd2743abc179f75cf3b21bdfce0963c,83,22,9/8/2021 11:00,LAMARCOLLIER,SB_out,55,3,33,9,8,2021,11,0,3,11:00,SB
434de1f1591d3dd8e249de2bbaf54dc6,84,22,9/8/2021 11:00,LAMARCOLLIER,SB_in,164,9,37,9,8,2021,11,0,3,11:00,SB
